# Daggerfall N per-frame log -- one line per PRESENTED frame.
# No readback, no settle, no cooldown: this instrument cannot
# quiet the thing it is pointed at. Between-frames motion is
# arithmetic on adjacent lines.
# frame dt_ms game_s speed fov_y eye_x eye_y eye_z yaw pitch
252 8.2906 867.459850 0.004578 1.30900002 127.990372 22.357265 127.907227 0.000000 0.000000
253 8.3211 867.468171 0.004578 1.30900002 127.990334 22.357264 127.907257 0.000000 0.000000
254 8.3941 867.476566 0.004578 1.30900002 127.990303 22.357262 127.907272 0.000000 0.000000
255 8.2648 867.484830 0.004578 1.30900002 127.990273 22.357262 127.907295 0.000000 0.000000
256 8.3593 867.493190 0.004578 1.30900002 127.990250 22.357262 127.907326 0.000000 0.000000
257 8.5292 867.501719 0.004578 1.30900002 127.990211 22.357260 127.907349 0.000000 0.000000
258 8.1444 867.509863 0.004578 1.30900002 127.990189 22.357258 127.907364 0.000000 0.000000
259 8.2740 867.518137 0.004578 1.30900002 127.990150 22.357258 127.907387 0.000000 0.000000
260 8.4080 867.526545 0.004578 1.30900002 127.990128 22.357256 127.907417 0.000000 0.000000
261 8.4203 867.534965 0.004578 1.30900002 127.990097 22.357258 127.907440 0.000000 0.000000
262 8.2408 867.543206 0.004578 1.30900002 127.990059 22.357254 127.907455 0.000000 0.000000
263 8.3872 867.551594 0.004578 1.30900002 127.990028 22.357250 127.907478 0.000000 0.000000
264 8.2564 867.559850 0.004578 1.30900002 127.989998 22.357250 127.907509 0.000000 0.000000
265 8.4113 867.568261 0.004578 1.30900002 127.989967 22.357250 127.907532 0.000000 0.000000
266 8.2372 867.576498 0.004578 1.30900002 127.989937 22.357250 127.907547 0.000000 0.000000
267 8.3711 867.584870 0.004578 1.30900002 127.989906 22.357248 127.907578 0.000000 0.000000
268 8.3311 867.593201 0.004578 1.30900002 127.989883 22.357246 127.907593 0.000000 0.000000
269 8.3254 867.601526 0.004578 1.30900002 127.989853 22.357246 127.907623 0.000000 0.000000
270 8.3574 867.609883 0.004578 1.30900002 127.989822 22.357244 127.907639 0.000000 0.000000
271 8.3115 867.618195 0.004951 1.30900002 127.989784 22.357243 127.907669 0.000000 0.000000
272 8.3106 867.626506 0.004951 1.30900002 127.989754 22.357241 127.907692 0.000000 0.000000
273 8.3721 867.634878 0.004578 1.30900002 127.989716 22.357241 127.907707 0.000000 0.000000
274 8.3702 867.643248 0.004578 1.30900002 127.989685 22.357239 127.907730 0.000000 0.000000
275 8.3207 867.651569 0.004578 1.30900002 127.989662 22.357239 127.907753 0.000000 0.000000
