# Daggerfall N per-frame log -- one line per PRESENTED frame.
# No readback, no settle, no cooldown: this instrument cannot
# quiet the thing it is pointed at. Between-frames motion is
# arithmetic on adjacent lines.
# frame dt_ms game_s speed fov_y eye_x eye_y eye_z yaw pitch
234 8.3254 867.144016 0.004951 1.30900002 127.990982 22.357288 127.906769 0.000000 0.000000
235 8.1233 867.152139 0.004578 1.30900002 127.990944 22.357286 127.906792 0.000000 0.000000
236 8.5367 867.160676 0.004578 1.30900002 127.990921 22.357285 127.906815 0.000000 0.000000
237 8.5121 867.169188 0.004578 1.30900002 127.990883 22.357285 127.906845 0.000000 0.000000
238 8.2344 867.177423 0.004578 1.30900002 127.990860 22.357285 127.906860 0.000000 0.000000
239 7.9971 867.185420 0.004578 1.30900002 127.990829 22.357283 127.906891 0.000000 0.000000
240 8.3918 867.193811 0.004578 1.30900002 127.990799 22.357281 127.906914 0.000000 0.000000
241 8.3563 867.202168 0.004578 1.30900002 127.990768 22.357281 127.906937 0.000000 0.000000
242 8.2608 867.210429 0.004578 1.30900002 127.990738 22.357281 127.906960 0.000000 0.000000
243 8.3507 867.218779 0.004578 1.30900002 127.990707 22.357279 127.906982 0.000000 0.000000
244 8.5564 867.227336 0.004578 1.30900002 127.990677 22.357277 127.907005 0.000000 0.000000
245 8.1055 867.235441 0.004951 1.30900002 127.990646 22.357275 127.907028 0.000000 0.000000
246 8.3128 867.243754 0.004951 1.30900002 127.990608 22.357273 127.907051 0.000000 0.000000
247 8.3769 867.252131 0.004578 1.30900002 127.990578 22.357273 127.907074 0.000000 0.000000
248 8.2981 867.260429 0.004578 1.30900002 127.990547 22.357273 127.907097 0.000000 0.000000
249 8.5718 867.269001 0.004578 1.30900002 127.990517 22.357271 127.907120 0.000000 0.000000
250 8.1443 867.277145 0.004578 1.30900002 127.990486 22.357269 127.907135 0.000000 0.000000
251 8.3656 867.285511 0.004578 1.30900002 127.990448 22.357269 127.907166 0.000000 0.000000
