# call qx qy qz carve_dist ground_y open_to_sky path_m path_measured darkness roof_y
14067 806.241 53.412 238.885 -0.545655 70.360 0 49.935 1 1.000000 55.474
14068 806.241 53.412 238.885 -0.545655 70.360 0 49.935 1 1.000000 55.474
14069 806.214 53.404 238.876 -0.517307 70.362 0 49.939 1 1.000000 55.474
14070 806.214 53.404 238.876 -0.517307 70.362 0 49.939 1 1.000000 55.474
14071 806.214 53.404 238.876 -0.517307 70.362 0 49.939 1 1.000000 55.474
14072 806.211 53.396 238.889 -0.520309 70.361 0 49.953 1 1.000000 55.472
14073 806.211 53.396 238.889 -0.520309 70.361 0 49.953 1 1.000000 55.472
14074 806.211 53.396 238.889 -0.520309 70.361 0 49.953 1 1.000000 55.472
14075 806.211 53.396 238.889 -0.520309 70.361 0 49.953 1 1.000000 55.472
14076 806.211 53.396 238.889 -0.520309 70.361 0 49.953 1 1.000000 55.472
14077 806.186 53.384 238.887 -0.497124 70.362 0 49.962 1 1.000000 55.471
14078 806.186 53.384 238.887 -0.497124 70.362 0 49.962 1 1.000000 55.471
14079 806.186 53.384 238.887 -0.497124 70.362 0 49.962 1 1.000000 55.471
14080 806.186 53.384 238.887 -0.497124 70.362 0 49.962 1 1.000000 55.471
14081 806.172 53.370 238.897 -0.488539 70.361 0 49.980 1 1.000000 55.469
14082 806.172 53.370 238.897 -0.488539 70.361 0 49.980 1 1.000000 55.469
14083 806.172 53.370 238.897 -0.488539 70.361 0 49.980 1 1.000000 55.469
14084 806.172 53.370 238.897 -0.488539 70.361 0 49.980 1 1.000000 55.469
14085 806.172 53.370 238.897 -0.488539 70.361 0 49.980 1 1.000000 55.469
14086 806.172 53.370 238.897 -0.488539 70.361 0 49.980 1 1.000000 55.469
14087 806.173 53.354 238.894 -0.487953 70.361 0 49.978 1 1.000000 55.469
14088 806.173 53.354 238.894 -0.487953 70.361 0 49.978 1 1.000000 55.469
14089 806.173 53.354 238.894 -0.487953 70.361 0 49.978 1 1.000000 55.469
14090 806.173 53.354 238.894 -0.487953 70.361 0 49.978 1 1.000000 55.469
14091 806.167 53.331 238.889 -0.481698 70.362 0 49.979 1 1.000000 55.469
14092 806.167 53.331 238.889 -0.481698 70.362 0 49.979 1 1.000000 55.469
14093 806.167 53.331 238.889 -0.481698 70.362 0 49.979 1 1.000000 55.469
14094 806.167 53.331 238.889 -0.481698 70.362 0 49.979 1 1.000000 55.469
14095 806.168 53.310 238.886 -0.481141 70.362 0 49.978 1 1.000000 55.469
14096 806.168 53.310 238.886 -0.481141 70.362 0 49.978 1 1.000000 55.469
14097 806.168 53.310 238.886 -0.481141 70.362 0 49.978 1 1.000000 55.469
14098 806.168 53.310 238.886 -0.481141 70.362 0 49.978 1 1.000000 55.469
14099 806.161 53.282 238.881 -0.473365 70.363 0 49.980 1 1.000000 55.469
14100 806.161 53.282 238.881 -0.473365 70.363 0 49.980 1 1.000000 55.469
14101 806.161 53.282 238.881 -0.473365 70.363 0 49.980 1 1.000000 55.469
14102 806.162 53.255 238.878 -0.472882 70.363 0 49.980 1 1.000000 55.469
14103 806.162 53.255 238.878 -0.472882 70.363 0 49.980 1 1.000000 55.469
14104 806.162 53.255 238.878 -0.472882 70.363 0 49.980 1 1.000000 55.469
14105 806.162 53.255 238.878 -0.472882 70.363 0 49.980 1 1.000000 55.469
14106 806.154 53.222 238.873 -0.463470 70.364 0 49.983 1 1.000000 55.469
14107 806.154 53.222 238.873 -0.463470 70.364 0 49.983 1 1.000000 55.469
14108 806.154 53.222 238.873 -0.463470 70.364 0 49.983 1 1.000000 55.469
14109 806.154 53.222 238.873 -0.463470 70.364 0 49.983 1 1.000000 55.469
14110 806.154 53.190 238.870 -0.463052 70.365 0 49.983 1 1.000000 55.469
14111 806.154 53.190 238.870 -0.463052 70.365 0 49.983 1 1.000000 55.469
14112 806.154 53.190 238.870 -0.463052 70.365 0 49.983 1 1.000000 55.469
14113 806.154 53.190 238.870 -0.463052 70.365 0 49.983 1 1.000000 55.469
14114 806.154 53.190 238.870 -0.463052 70.365 0 49.983 1 1.000000 55.469
14115 806.145 53.152 238.864 -0.452170 70.365 0 49.987 1 1.000000 55.468
14116 806.145 53.152 238.864 -0.452170 70.365 0 49.987 1 1.000000 55.468
14117 806.145 53.152 238.864 -0.452170 70.365 0 49.987 1 1.000000 55.468
14118 806.145 53.152 238.864 -0.452170 70.365 0 49.987 1 1.000000 55.468
14119 806.145 53.114 238.861 -0.451753 70.366 0 49.988 1 1.000000 55.468
14120 806.145 53.114 238.861 -0.451753 70.366 0 49.988 1 1.000000 55.468
14121 806.145 53.114 238.861 -0.451753 70.366 0 49.988 1 1.000000 55.468
14122 806.145 53.114 238.861 -0.451753 70.366 0 49.988 1 1.000000 55.468
14123 806.131 53.070 238.855 -0.437050 70.367 0 49.994 1 1.000000 55.467
14124 806.131 53.070 238.855 -0.437050 70.367 0 49.994 1 1.000000 55.467
14125 806.131 53.070 238.855 -0.437050 70.367 0 49.994 1 1.000000 55.467
14126 806.132 52.794 238.853 -0.438381 70.367 0 50.025 1 1.000000 55.463
14127 806.132 52.794 238.853 -0.438381 70.367 0 50.025 1 1.000000 55.463
14128 806.132 52.794 238.853 -0.438381 70.367 0 50.025 1 1.000000 55.463
14129 806.132 52.794 238.853 -0.438381 70.367 0 50.025 1 1.000000 55.463
14130 806.137 52.749 238.859 -0.446112 70.366 0 50.034 1 1.000000 55.462
14131 806.137 52.749 238.859 -0.446112 70.366 0 50.034 1 1.000000 55.462
14132 806.137 52.749 238.859 -0.446112 70.366 0 50.034 1 1.000000 55.462
14133 806.137 52.749 238.859 -0.446112 70.366 0 50.034 1 1.000000 55.462
14134 806.143 52.702 238.866 -0.454363 70.365 0 50.043 1 1.000000 55.461
14135 806.143 52.702 238.866 -0.454363 70.365 0 50.043 1 1.000000 55.461
14136 806.143 52.702 238.866 -0.454363 70.365 0 50.043 1 1.000000 55.461
14137 806.143 52.702 238.866 -0.454363 70.365 0 50.043 1 1.000000 55.461
14138 806.149 52.652 238.873 -0.454559 70.364 0 50.053 1 1.000000 55.460
14139 806.149 52.652 238.873 -0.454559 70.364 0 50.053 1 1.000000 55.460
14140 806.149 52.652 238.873 -0.454559 70.364 0 50.053 1 1.000000 55.460
14141 806.149 52.652 238.873 -0.454559 70.364 0 50.053 1 1.000000 55.460
14142 806.140 52.642 238.880 -0.449269 70.364 0 50.064 1 1.000000 55.459
14143 806.140 52.642 238.880 -0.449269 70.364 0 50.064 1 1.000000 55.459
14144 806.140 52.642 238.880 -0.449269 70.364 0 50.064 1 1.000000 55.459
14145 806.140 52.642 238.880 -0.449269 70.364 0 50.064 1 1.000000 55.459
14146 806.140 52.642 238.880 -0.449269 70.364 0 50.064 1 1.000000 55.459
14147 806.146 52.639 238.886 -0.456842 70.363 0 50.068 1 1.000000 55.458
14148 806.146 52.639 238.886 -0.456842 70.363 0 50.068 1 1.000000 55.458
14149 806.146 52.639 238.886 -0.456842 70.363 0 50.068 1 1.000000 55.458
14150 806.146 52.639 238.886 -0.456842 70.363 0 50.068 1 1.000000 55.458
14151 806.146 52.639 238.886 -0.456842 70.363 0 50.068 1 1.000000 55.458
14152 806.144 52.637 238.889 -0.457282 70.363 0 50.072 1 1.000000 55.458
14153 806.144 52.637 238.889 -0.457282 70.363 0 50.072 1 1.000000 55.458
14154 806.144 52.637 238.889 -0.457282 70.363 0 50.072 1 1.000000 55.458
14155 806.144 52.637 238.889 -0.457282 70.363 0 50.072 1 1.000000 55.458
14156 806.145 52.634 238.894 -0.459719 70.362 0 50.076 1 1.000000 55.457
14157 806.145 52.634 238.894 -0.459719 70.362 0 50.076 1 1.000000 55.457
14158 806.145 52.634 238.894 -0.459719 70.362 0 50.076 1 1.000000 55.457
14159 806.145 52.634 238.894 -0.459719 70.362 0 50.076 1 1.000000 55.457
14160 806.145 52.634 238.894 -0.459719 70.362 0 50.076 1 1.000000 55.457
14161 806.143 52.635 238.893 -0.457572 70.362 0 50.076 1 1.000000 55.457
14162 806.143 52.635 238.893 -0.457572 70.362 0 50.076 1 1.000000 55.457
14163 806.143 52.634 238.897 -0.458933 70.362 0 50.080 1 1.000000 55.457
14164 806.143 52.634 238.897 -0.458933 70.362 0 50.080 1 1.000000 55.457
14165 806.143 52.634 238.897 -0.458933 70.362 0 50.080 1 1.000000 55.457
14166 806.143 52.634 238.897 -0.458933 70.362 0 50.080 1 1.000000 55.457
14167 806.143 52.634 238.897 -0.458933 70.362 0 50.080 1 1.000000 55.457
14168 806.143 52.634 238.897 -0.458933 70.362 0 50.080 1 1.000000 55.457
14169 806.139 52.646 238.902 -0.457594 70.362 0 50.084 1 1.000000 55.456
14170 806.139 52.646 238.902 -0.457594 70.362 0 50.084 1 1.000000 55.456
14171 806.139 52.646 238.902 -0.457594 70.362 0 50.084 1 1.000000 55.456
14172 806.139 52.646 238.902 -0.457594 70.362 0 50.084 1 1.000000 55.456
14173 806.137 52.643 238.904 -0.456042 70.361 0 50.087 1 1.000000 55.456
14174 806.137 52.643 238.904 -0.456042 70.361 0 50.087 1 1.000000 55.456
14175 806.137 52.643 238.904 -0.456042 70.361 0 50.087 1 1.000000 55.456
14176 806.136 52.638 238.907 -0.457034 70.361 0 50.091 1 1.000000 55.456
14177 806.136 52.638 238.907 -0.457034 70.361 0 50.091 1 1.000000 55.456
14178 806.136 52.638 238.907 -0.457034 70.361 0 50.091 1 1.000000 55.456
14179 806.136 52.638 238.907 -0.457034 70.361 0 50.091 1 1.000000 55.456
14180 806.136 52.638 238.907 -0.457034 70.361 0 50.091 1 1.000000 55.456
14181 806.137 52.631 238.912 -0.459319 70.361 0 50.096 1 1.000000 55.455
14182 806.137 52.631 238.912 -0.459319 70.361 0 50.096 1 1.000000 55.455
14183 806.137 52.631 238.912 -0.459319 70.361 0 50.096 1 1.000000 55.455
14184 806.137 52.631 238.912 -0.459319 70.361 0 50.096 1 1.000000 55.455
14185 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14186 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14187 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14188 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14189 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14190 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14191 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14192 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14193 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14194 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14195 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14196 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14197 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14198 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14199 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14200 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14201 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14202 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14203 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14204 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14205 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14206 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14207 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14208 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14209 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14210 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14211 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14212 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14213 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14214 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14215 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14216 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14217 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14218 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14219 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14220 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14221 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14222 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14223 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14224 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14225 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14226 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14227 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14228 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14229 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14230 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14231 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14232 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14233 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14234 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14235 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14236 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14237 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14238 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14239 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14240 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14241 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14242 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14243 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14244 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14245 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14246 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14247 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14248 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14249 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14250 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14251 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14252 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14253 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14254 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14255 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14256 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14257 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14258 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14259 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14260 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14261 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14262 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14263 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14264 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14265 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14266 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14267 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14268 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14269 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14270 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14271 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14272 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14273 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14274 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14275 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14276 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14277 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14278 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14279 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14280 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14281 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14282 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14283 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14284 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14285 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14286 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14287 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14288 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14289 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14290 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14291 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14292 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14293 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14294 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14295 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14296 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14297 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14298 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14299 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14300 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14301 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14302 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14303 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14304 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14305 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14306 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14307 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14308 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14309 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14310 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14311 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14312 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14313 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14314 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14315 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14316 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14317 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14318 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14319 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14320 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14321 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14322 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14323 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14324 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14325 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14326 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14327 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14328 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14329 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14330 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14331 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14332 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14333 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14334 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14335 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14336 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14337 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14338 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14339 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14340 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14341 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14342 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14343 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14344 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14345 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14346 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14347 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14348 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14349 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14350 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14351 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14352 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14353 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14354 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14355 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14356 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14357 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14358 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14359 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14360 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14361 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14362 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14363 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14364 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14365 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14366 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14367 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14368 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14369 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14370 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14371 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14372 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14373 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14374 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14375 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14376 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14377 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14378 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14379 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14380 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14381 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14382 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14383 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14384 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14385 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14386 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14387 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14388 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14389 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14390 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14391 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14392 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14393 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14394 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14395 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14396 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14397 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
14398 806.135 52.632 238.911 -0.458088 70.361 0 50.096 1 1.000000 55.455
