# Daggerfall N per-frame ENVIRONMENT log -- one line per
# PRESENTED frame, taken at the set_environment() call.
# frame dark lights sun_x sun_y sun_z sun_lum amb_lum moon_light eye_x eye_y eye_z
239 0.000000 0 0.7778 0.5287 0.3399 0.9627 0.3586 0.0000 806.340 28.309 292.842
240 0.000000 0 0.7778 0.5287 0.3399 0.9627 0.3586 0.0000 806.361 28.320 292.828
241 0.000000 0 0.7777 0.5287 0.3399 0.9627 0.3586 0.0000 806.383 28.332 292.814
242 0.000000 0 0.7777 0.5288 0.3399 0.9627 0.3586 0.0000 806.404 28.344 292.800
243 0.000000 0 0.7777 0.5288 0.3399 0.9627 0.3586 0.0000 806.430 28.358 292.782
244 0.000000 0 0.7777 0.5288 0.3399 0.9627 0.3586 0.0000 806.441 28.364 292.775
245 0.000000 0 0.7777 0.5288 0.3399 0.9627 0.3586 0.0000 806.451 28.369 292.767
246 0.000000 0 0.7777 0.5289 0.3399 0.9627 0.3586 0.0000 806.472 28.380 292.753
247 0.000000 0 0.7777 0.5289 0.3399 0.9627 0.3586 0.0000 806.493 28.391 292.739
248 0.000000 0 0.7776 0.5289 0.3399 0.9627 0.3586 0.0000 806.514 28.401 292.724
249 0.000000 0 0.7776 0.5289 0.3399 0.9627 0.3586 0.0000 806.524 28.405 292.717
250 0.000000 0 0.7776 0.5290 0.3399 0.9627 0.3586 0.0000 806.545 28.415 292.702
251 0.000000 0 0.7776 0.5290 0.3399 0.9627 0.3586 0.0000 806.566 28.424 292.687
252 0.000000 0 0.7776 0.5290 0.3399 0.9627 0.3586 0.0000 806.567 28.424 292.687
253 0.000000 0 0.7776 0.5290 0.3399 0.9627 0.3586 0.0000 806.598 28.437 292.665
254 0.000000 0 0.7775 0.5291 0.3399 0.9627 0.3586 0.0000 806.628 28.448 292.644
255 0.000000 0 0.7775 0.5291 0.3399 0.9627 0.3586 0.0000 806.649 28.455 292.629
256 0.000000 0 0.7775 0.5291 0.3399 0.9627 0.3586 0.0000 806.660 28.459 292.622
257 0.000000 0 0.7775 0.5291 0.3399 0.9627 0.3586 0.0000 806.670 28.462 292.615
258 0.000000 0 0.7775 0.5292 0.3399 0.9627 0.3586 0.0000 806.691 28.469 292.601
259 0.000000 0 0.7775 0.5292 0.3399 0.9627 0.3586 0.0000 806.712 28.476 292.587
260 0.000000 0 0.7775 0.5292 0.3399 0.9627 0.3586 0.0000 806.713 28.476 292.586
261 0.000000 0 0.7774 0.5292 0.3399 0.9627 0.3586 0.0000 806.733 28.482 292.572
262 0.000000 0 0.7774 0.5293 0.3399 0.9627 0.3586 0.0000 806.754 28.488 292.558
